id,exam_family,test_code,section,domain,skill,subskill,difficulty,time_target_seconds,stem,options_json,correct_key,solution_markdown,wrong_explanations_json,created_at
24124302-4f63-4c41-a901-40a20980fc4e,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,5,65,Two scientists discuss the cause of the mass extinction at the end of the Cretaceous period. Scientist 1 argues that massive volcanic eruptions in India led to gradual climate change and ocean acidification. Scientist 2 argues that a massive asteroid impact caused an immediate 'impact winter' and global collapse of food chains. Which of the following best summarizes the primary point of disagreement?,"{""A"": ""Scientist 1 believes the Chicxulub crater is the only evidence, while Scientist 2 ignores it."", ""B"": ""Scientist 1 emphasizes volcanic activity (Deccan Traps), while Scientist 2 emphasizes a bolide impact."", ""C"": ""Scientist 1 argues dinosaurs were already extinct, while Scientist 2 argues they are still alive."", ""D"": ""Scientist 1 suggests climate cooling, while Scientist 2 suggests extreme global warming.""}",B,"The core conflict in the classic K-Pg extinction debate involves the causal mechanism. Scientist 1 (Volcanism) focuses on the Deccan Traps emitting gases over hundreds of thousands of years, while Scientist 2 (Impact) focuses on the immediate effects of an asteroid strike. Choice B correctly identifies this fundamental disagreement.","{""A"": ""Incorrect; both scientists likely acknowledge the crater, but disagree on its significance as the primary cause."", ""C"": ""Incorrect; both agree a mass extinction occurred at the K-Pg boundary."", ""D"": ""Incorrect; both scenarios (volcanism and impact) can involve both cooling (aerosols) and warming (CO2), so this is not the sharpest point of disagreement.""}",2026-06-27 08:07:01.200943+00
083b04de-56c5-4814-b3f0-18c5ceac7803,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,65,Two scientists discuss the origin of unique fauna on a remote island. Scientist 1 claims the species arrived via 'rafting' from a mainland continent. Scientist 2 claims the species evolved from primitive ancestors that were already on the island when it broke off from the mainland. What is the main point of contention?,"{""A"": ""Scientist 1: Migration; Scientist 2: In-situ evolution."", ""B"": ""Scientist 1: Extinction; Scientist 2: Mutation."", ""C"": ""Scientist 1: Predators; Scientist 2: Nutrient availability."", ""D"": ""Scientist 1: Genetic drift; Scientist 2: Natural selection.""}",A,Scientist 1 believes the organisms came from somewhere else (Migration). Scientist 2 believes they evolved from existing species already in that location (In-situ evolution). This is a common debate in biogeography.,"{""B"": ""Neither scientist is arguing that extinction or mutation is the *primary* driver of the presence of the fauna."", ""C"": ""Predators and nutrients might affect survival but don't address the 'origin' of the population."", ""D"": ""Both scientists would likely agree that selection and drift happen; they disagree on how the population got there.""}",2026-06-27 08:06:29.022371+00
84c9c9a2-fc0d-4c54-84fc-7b14f23262e1,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,7,80,Scientist 1 argues that global cooling is caused by the increase in Earth's albedo (reflectivity) due to cloud cover. Scientist 2 argues that global warming is exacerbated by a decrease in albedo due to melting ice caps. What geological change would Scientist 2 expect to accompany a decrease in albedo?,"{""A"": ""A decrease in solar radiation."", ""B"": ""An increase in volcanic ash in the atmosphere."", ""C"": ""A decrease in global methane levels."", ""D"": ""A significant increase in sea levels.""}",D,"Scientist 2's hypothesis is based on Albedo (reflectivity). If the planet warms and ice melts, the dark ocean/land is exposed, which absorbs more heat and lowers reflectivity (albedo). This leads to more warming. A rise in sea level is a direct consequence of the ice melt required for this feedback loop.","{""A"": ""A decrease in radiation would cause cooling, but the question asks about Scientist 2's warming mechanism."", ""B"": ""Ash increases albedo (reflects light), which is the opposite of what Scientist 2 is describing."", ""C"": ""Methane is a greenhouse gas; a decrease would generally cause cooling.""}",2026-06-27 08:06:29.022371+00
8e8d4c28-fb5f-4757-8b60-78716d4f1215,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,9,100,Scientist 1 claims that Phosphorus is the 'limiting nutrient' for life in the universe and is only available through rare geological processes. Scientist 2 claims that Phosphorus is abundant in protoplanetary disks and is easily incorporated into all planets. Which planet would Scientist 1 be more likely to consider a candidate for life compared to Scientist 2?,"{""A"": ""Scientist 1: Small planet; Scientist 2: Large planet."", ""B"": ""Scientist 1: Older star; Scientist 2: Younger star."", ""C"": ""Scientist 1: Gas giant; Scientist 2: Terrestrial planet."", ""D"": ""Scientist 1: Close to star; Scientist 2: Far from star.""}",B,"Scientist 1 believes Phosphorus is scarce and takes time to accumulate via rare delivery mechanisms (asteroids/weathering). Scientist 2 believes it is abundant from the start of a planet's formation. Therefore, Scientist 1 would expect life to be more likely on an 'older' planet where phosphorus has had time to become available, whereas Scientist 2 wouldn't care as much about the age.","{""A"": ""Planet size is not directly linked to the 'scarcity' vs 'abundance' argument for Phosphorus here."", ""C"": ""Gas giants are generally not considered candidates for terrestrial-style life regardless of nutrients."", ""D"": ""Distance from the star relates to the 'habitable zone' (water), not necessarily phosphorus abundance/delivery.""}",2026-06-27 08:06:29.022371+00
cfc0f8a6-ef89-4971-8326-1b61a85c4a09,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,7,70,Scientist 1 argues the Late Bronze Age collapse was caused by a 'perfect storm' of drought and internal rebellion. Scientist 2 argues it was caused primarily by a sudden geological event. Which evidence most strongly supports Scientist 2?,"{""A"": ""Evidence of severe droughts lasting centuries."", ""B"": ""The presence of large weapon caches in ruins."", ""C"": ""Evidence of a major earthquake occurring at the time of collapse."", ""D"": ""A sudden increase in the population of Bronze Age cities.""}",C,Scientist 2 argues for a 'sudden geological event.' An earthquake is a geological event that occurs suddenly. Drought (A) is climatic and gradual. Weapons (B) suggest warfare. Population increase (D) contradicts a 'collapse.',"{""A"": ""This supports Scientist 1."", ""B"": ""This supports the 'rebellion' or 'invasion' aspect of Scientist 1's argument."", ""D"": ""Increased population is the opposite of a collapse.""}",2026-06-27 08:06:29.022371+00
85cd6846-6a8a-4d07-81d5-cf543fbc2f97,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,65,Scientist 1 describes 'Punctuated Equilibrium' in the fossil record. Scientist 2 describes 'Phyletic Gradualism.' How do they differ regarding the rate of evolutionary change?,"{""A"": ""Scientist 1: Rapid changes; Scientist 2: Gradual changes."", ""B"": ""Scientist 1: Biological cause; Scientist 2: Physical cause."", ""C"": ""Scientist 1: Salt water; Scientist 2: Fresh water."", ""D"": ""Scientist 1: High mutation rate; Scientist 2: Low mutation rate.""}",A,"Punctuated Equilibrium (Scientist 1) describes long periods of stasis 'punctuated' by rapid bursts of change. Phyletic Gradualism (Scientist 2) describes constant, slow, incremental changes over long periods. The difference is the 'pace' and 'regularity' of evolution.","{""B"": ""The cause (biological vs physical) is not the defining difference between these two specific temporal models."", ""C"": ""The habitat (water type) is irrelevant to the tempo of evolution."", ""D"": ""While mutation rates play a role, the theories focus on the visible rate of speciation in the fossil record.""}",2026-06-27 08:06:29.022371+00
d7bceb3a-8aa2-4b0b-a4ee-8066bd807dc5,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,8,80,"Scientist 1 argues that feathers evolved specifically for flight in early birds. Scientist 2 argues that many non-avian, ground-dwelling dinosaurs possessed feathers. Scientist 2’s view supports the idea of 'exaptation.' In this context, exaptation means:","{""A"": ""Feathers evolved for the purpose of bird flight."", ""B"": ""Feathers evolved for thermoregulation or display before flight existed."", ""C"": ""Flight evolved in large dinosaurs before feathered ones."", ""D"": ""All dinosaurs were warm-blooded according to fossil evidence.""}",B,Exaptation is the process where a trait evolved for one function (like keeping warm or attracting mates) is later co-opted for a different function (like flight). Scientist 2's view that feathers existed in ground-dwelling dinosaurs supports this concept.,"{""A"": ""This is Scientist 1's view (adaptation for flight), not exaptation."", ""C"": ""This does not relate to the concept of exaptation regarding feathers."", ""D"": ""This is a general claim about dinosaur physiology not specific to the 'exaptation' of feathers.""}",2026-06-27 08:06:29.022371+00
f634fae5-055c-4d07-be08-788dc24430ab,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,75,"Scientist 1 proposes the 'RNA World' hypothesis, stating that RNA was the first self-replicating molecule. Scientist 2 proposes the 'Metabolism First' hypothesis, stating that chemical cycles preceded genetic molecules. Which finding supports Scientist 1?","{""A"": ""RNA molecules cannot replicate without proteins."", ""B"": ""The first life forms were based on DNA and proteins simultaneously."", ""C"": ""RNA could serve as both genetic material and a biological catalyst (enzyme)."", ""D"": ""Metabolism evolved before any genetic material existed.""}",C,"The 'RNA World' hypothesis (Scientist 1) is founded on the discovery of ribozymes—RNA molecules that can catalyze reactions. This allows RNA to solve the 'chicken and egg' problem of DNA (information) vs proteins (work), by doing both.","{""A"": ""This would weaken Scientist 1's claim that RNA was first and self-sufficient."", ""B"": ""This 'DNA-protein' first model is a third, separate hypothesis."", ""D"": ""This is the definition of Scientist 2's hypothesis.""}",2026-06-27 08:06:29.022371+00
d258ba86-402f-4022-958c-eef7f5263d66,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,9,95,Scientist 1 posits the existence of 'Dark Matter' to explain galactic rotation curves. Scientist 2 supports MOND (Modified Newtonian Dynamics). What is the central tenant of Scientist 2’s position?,"{""A"": ""The speed of light is variable."", ""B"": ""Dark matter interacts with electromagnetism."", ""C"": ""The law of gravity remains constant at all distances."", ""D"": ""Newtonian gravity must be modified at low accelerations.""}",D,"Scientist 1 (Dark Matter) maintains that General Relativity/Newtonian gravity is correct but there is unseen mass. Scientist 2 (MOND) argues that we don't need 'dark matter' if we change the laws of physics—specifically, modifying how gravity works at very low accelerations (galactic scales).","{""A"": ""Neither theory proposes a variable speed of light."", ""B"": ""Dark matter is defined by its lack of electromagnetic interaction; Scientist 2 rejects dark matter anyway."", ""C"": ""This is what Scientist 1 believes; Scientist 2 believes gravity changes at certain scales.""}",2026-06-27 08:06:29.022371+00
5304ffb3-12a3-4f13-84c1-0d236aca93ea,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,5,70,"Scientist 1 argues that all stars with an initial mass greater than 8 solar masses will end as neutron stars. Scientist 2 argues that stars with a core remnant mass exceeding 3 solar masses will collapse into black holes. If a star is discovered with a core remnant mass of 10 solar masses, what would Scientist 2 predict?","{""A"": ""The star will become a red giant."", ""B"": ""The star will collapse into a singularity (black hole)."", ""C"": ""The star will explode and leave no remnant."", ""D"": ""The star will become a white dwarf.""}",B,"For stars exceeding the Tolman-Oppenheimer-Volkoff limit (usually around 2-3 solar masses for the remnant), gravity overcomes neutron degeneracy pressure. Scientist 2 states that if this limit is exceeded, a black hole is the result. 10 solar masses is well above the limit of 3 solar masses.","{""A"": ""This is a stage of stellar evolution, not the end state for a massive remnant."", ""C"": ""Supernovae usually leave a core remnant."", ""D"": ""White dwarfs are the end state for low-mass stars (like the Sun).""}",2026-06-27 08:06:29.022371+00
b6157059-c2c1-4b09-8bfb-98e1473e866a,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,7,85,"Scientist 1 claims that increased sediment (murky water) in a stream harms fish by reducing their ability to see prey. Scientist 2 claims that increased sediment benefits fish by providing cover from overhead predators. To test these claims, an experimenter should:","{""A"": ""Increase the temperature of the water."", ""B"": ""Measure the oxygen levels in the water."", ""C"": ""Track the growth rates of fish in both murky and clear water."", ""D"": ""Add more predators to the clear water tank.""}",C,"Scientist 1 believes murky water is detrimental (visibility/fishing). Scientist 2 believes it is beneficial (protection/safety). To resolve this, one must measure a 'health' or 'survival' metric like growth rates or survival rates in both environments to see which is actually better for the fish.","{""A"": ""Temperature is a confounding variable that doesn't target the sediment/visibility issue."", ""B"": ""While oxygen matters, it doesn't directly address the visibility vs. cover trade-off."", ""D"": ""Adding predators only tests half of the conflict (Scientist 2's claim) and doesn't account for Scientist 1's prey-visibility claim.""}",2026-06-27 08:06:29.022371+00
d117fc60-817b-42da-b2dd-cc8dcc748a70,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,70,Scientist 1 argues that the primary driver of current global temperature increases is the concentration of CO2 from fossil fuel combustion. Scientist 2 argues that the primary driver is the 11-year solar cycle and changes in solar irradiance. Which variables are the scientists prioritizing as the main cause?,"{""A"": ""Scientist 1: Atmospheric Carbon; Scientist 2: Solar Irradiance."", ""B"": ""Scientist 1: Volcanic activity; Scientist 2: Methane levels."", ""C"": ""Scientist 1: Ocean currents; Scientist 2: Cloud cover."", ""D"": ""Scientist 1: Orbital tilt; Scientist 2: Deforestation.""}",A,Scientist 1 attributes warming to greenhouse gases (CO2/Atmospheric carbon). Scientist 2 attributes it to external cycles of the sun (Solar Irradiance). This is a classic conflicting viewpoint regarding the primary driver of climate change.,"{""B"": ""Volcanism and methane are not the primary focus of either scientist's specific argument here."", ""C"": ""Ocean currents and clouds are secondary feedback loops, not the primary drivers discussed."", ""D"": ""Orbital tilt (Milankovitch cycles) and deforestation are alternative theories not mentioned in the prompt.""}",2026-06-27 08:06:29.022371+00
2a964b8d-711e-4466-8815-893ed9ea4c1d,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,8,80,"Scientist 1 claims that modern humans (H. sapiens) migrated from Africa and replaced Neanderthals without interbreeding. Scientist 2 claims that modern humans and Neanderthals interbred extensively, and modern humans are a genetic blend of several homid groups. What is the fundamental difference in how they view the disappearance of Neanderthals?","{""A"": ""Both scientists agree that all Neanderthals were absorbed into the H. sapiens population."", ""B"": ""Scientist 1 believes in interbreeding, while Scientist 2 does not."", ""C"": ""Scientist 1 focuses on climate change, while Scientist 2 focuses on warfare."", ""D"": ""Scientist 1 believes in total replacement, while Scientist 2 believes in genetic integration.""}",D,"Scientist 1's 'Out of Africa' model suggests H. Sapiens replaced Neanderthals without significant interbreeding (replacement). Scientist 2's 'Multiregional' or 'Assimilation' model suggests that Neanderthals and H. Sapiens interbred, meaning Neanderthals contributed to the modern human gene pool.","{""A"": ""Scientist 1 argues they were replaced (died out), not absorbed."", ""B"": ""This is partially true but incomplete; it omits the 'replacement' aspect of Scientist 1's claim."", ""C"": ""The passage mentions replacement and interbreeding, not climate change or warfare specifically.""}",2026-06-27 08:06:29.022371+00
bda9e498-bf50-416f-9392-01f5d9df47bc,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,75,"If a rover discovered layered sedimentary deposits at the end of the rilles, which hypothesis would this finding most strongly support?","{""A"": ""Hypothesis 1, because liquid water creates sediment layers."", ""B"": ""Hypothesis 2, because glaciers do not carry sediment."", ""C"": ""Both, because both processes always produce identical sediment layers."", ""D"": ""Neither, because sediment is only produced by wind.""}",A,"Liquid water flow is well-known for depositing sorted layers of sediment. While glaciers carry debris, the specific mention of 'layered delta deposits' is a hallmark of liquid water (Hypothesis 1).","{""B"": ""Glaciers carry sediment (moraines), but delta-like layering is more characteristic of water."", ""C"": ""The processes produce different types of deposits (sorted vs. unsorted)."", ""D"": ""Water and ice are major sediment transporters.""}",2026-06-27 08:07:02.909868+00
57ee2cfe-feaa-45f4-9d9a-34dcecedc8aa,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,7,90,"Scientist 1 supports the 'Expanding Earth' hypothesis, stating the Earth's radius increases over time. Scientist 2 supports 'Plate Tectonics,' stating the Earth's radius remains constant while plates recycle at subduction zones. Which of the following findings would most weaken Scientist 1's argument?","{""A"": ""Oceanic crustal samples that are significantly younger than 200 million years."", ""B"": ""Terrestrial fossils found on both South America and Africa."", ""C"": ""Measurements showing the seafloor is expanding at 2 cm per year."", ""D"": ""Seismic data showing a liquid outer core.""}",A,"The Expanding Earth Hypothesis (Scientist 1) posits that the Earth grows in volume over time. If the Earth were expanding, the oceanic crust (formed at ridges) would be much older because the Earth was smaller in the past. If samples are found to be very young (as Plate Tectonics predicts), it contradicts the idea that the Earth is expanding and exposing old material. Thus, young oceanic crust supports Plate Tectonics but weakens the Expansion theory.","{""B"": ""Continental drift (shared fossils) is used as evidence for Plate Tectonics but does not directly disprove Expansion."", ""C"": ""Seafloor spreading is a component of both theories (one expands, one recycles)."", ""D"": ""The state of the core is irrelevant to the expansion vs. recycling debate.""}",2026-06-27 08:06:29.022371+00
1a6092c7-d99e-4591-a1ac-cd18614cfd06,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,5,65,"Scientist 1 suggests that invasive species increase biodiversity by adding new niches to an ecosystem. Scientist 2 argues that invasive species decrease biodiversity through resource competition. According to Scientist 2, how does an invasive species cause a decline in native populations?","{""A"": ""By increasing the total number of species."", ""B"": ""By reducing the metabolic rates of native fish."", ""C"": ""By outcompeting native species for limited food and nesting sites."", ""D"": ""By introducing new predators that eat the native fish.""}",C,"Scientist 2's hypothesis is centered on resource competition. In this view, invasive species decrease biodiversity by consuming the same resources (food/nesting sites) as native species more efficiently, leading to the displacement or extinction of the native species.","{""A"": ""This aligns with Scientist 1's view, not Scientist 2's."", ""B"": ""Metabolic rates are not mentioned in the context of competition in the passage."", ""D"": ""Scientist 2 focuses on resource competition (food/nesting), not predation.""}",2026-06-27 08:06:29.022371+00
a42944cd-1b4d-4c54-b3bb-09e6f5695aca,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,75,"Two scientists are discussing the formation of lunar basins during the Pre-Nectarian period. Scientist 1 argues that the lunar crust was already solidified and thick (over 100 km) during early bombardment. Scientist 2 argues that the crust was less than 20 km thick and still partially molten. Based on these descriptions, what is the primary point of disagreement?","{""A"": ""Scientist 1 believes the impacts were caused by comets, while Scientist 2 believes they were caused by asteroids."", ""B"": ""Scientist 1 claims the crust was thick enough to resist deformation, while Scientist 2 claims it was thin and molten."", ""C"": ""Scientist 1 suggests the craters are volcanic, while Scientist 2 suggests they are impact-related."", ""D"": ""Scientist 1 argues the impactors were larger than those proposed by Scientist 2.""}",B,"Scientist 1 argues that the early crust was rigid and thick, preventing large-scale deformation from impacts. Scientist 2 argues that the crust was thin and largely molten, allowing impacts to create massive basins that then filled with magma. The fundamental difference is the physical state and thickness of the crust.","{""A"": ""Neither scientist mentions the composition of the impactors (comets vs asteroids)."", ""C"": ""Both scientists agree the basins are impact-related; they disagree on the crustal response."", ""D"": ""The size of the impactors is not the focus of the disagreement; the thickness of the crust is.""}",2026-06-27 08:06:29.022371+00
564a245c-4fbf-4188-8fab-69a6b3932b44,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,8,90,Researchers find evidence of two other large impact craters that are the same age as the Chicxulub crater. How would this discovery most likely influence the debate between Hypothesis 1 (Single Impact) and Hypothesis 2 (Volcanism)?,"{""A"": ""Hypothesis 1 would be proven true."", ""B"": ""Hypothesis 2 would be proven true."", ""C"": ""It would suggest that the extinction was caused by a series of events rather than one single event."", ""D"": ""It would prove that dinosaurs never went extinct.""}",C,"Multiple craters from the same geological moment suggest a 'comet shower' or a fragmented asteroid, which complicates the 'single impact' (Hypothesis 1) vs. 'gradual change' (Hypothesis 2) debate by introducing a multi-event catastrophic model.","{""A"": ""Hypothesis 1 specified a *single* impact; three impacts change the nature of that hypothesis."", ""B"": ""More impacts do not inherently favor volcanism."", ""D"": ""This discovery does not change the fact that they are missing from the fossil record after this point.""}",2026-06-27 08:06:09.396009+00
f72caf86-cb90-4fa9-b0ea-cb23f996d9df,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,75,Scientist 1 (Hypothesis 1) notes that the impact site at Chicxulub was rich in evaporite rocks (containing sulfur). How does this detail support Scientist 1's claim?,"{""A"": ""It demonstrates that the impact was likely volcanic."", ""B"": ""It provides a potential mechanism for the impact to cause acid rain."", ""C"": ""It proves that only aquatic life should have gone extinct."", ""D"": ""It contradicts Hypothesis 1 because salt is not harmful.""}",B,"Evaporites contain sulfur. If an asteroid hits a sulfur-rich area, it vaporizes that sulfur, leading to sulfuric acid rain. This provides a 'link' or mechanism for the damage claimed in Hypothesis 1.","{""A"": ""Impacts are not volcanic, even if they hit sulfur."", ""C"": ""Acid rain affects both land and water."", ""D"": ""The sulfur within evaporites is the key, and it is harmful when vaporized into acid.""}",2026-06-27 08:06:09.396009+00
1067b85f-3d2f-46aa-8646-f64d3e760031,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,7,75,Comparing the geographical origin of the stressor: Hypothesis 1 (Single Impact) vs. Hypothesis 2 (Sustained Volcanism). Which is the most accurate description?,"{""A"": ""Hypothesis 1: Single localized source; Hypothesis 2: Multiple global sources."", ""B"": ""Hypothesis 1: Multiple global sources; Hypothesis 2: Single localized source."", ""C"": ""Both: Multiple sources."", ""D"": ""Both: Single localized source.""}",A,"Hypothesis 1 (single impact) identifies a specific location (Chicxulub). Hypothesis 2 (volcanism), when referring to Large Igneous Provinces like the Deccan Traps, often involves multiple fissure eruptions across a large region or multiple phases of activity.","{""B"": ""Reverses the hypotheses."", ""C"": ""Hypothesis 1 is definitively a single point of origin."", ""D"": ""Volcanism usually involves large regions/multiple vents.""}",2026-06-27 08:06:09.396009+00
de13a3df-bb5d-4a30-a3bf-eca13cc39baa,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,9,100,Hypothesis 1 (Impact) and Hypothesis 2 (Volcanism) both try to explain why dinosaurs went extinct. Which of the following would most significantly challenge the idea that the impact (Hypothesis 1) was the *sole* cause?,"{""A"": ""Fossils of dinosaurs found in layers above the iridium layer."", ""B"": ""Fossils of dinosaurs found only in layers below the iridium layer."", ""C"": ""Fossils of small mammals surviving the extinction."", ""D"": ""Clear evidence that dinosaur populations were already declining significantly for millions of years before the impact.""}",D,"If populations were already in steep decline before the impact (H1), it suggests that the impact might have been the 'final blow' or even irrelevant, supporting Hypothesis 2's focus on long-term environmental stress (like gradual climate change or volcanism).","{""A"": ""This would suggest the impact didn't kill them at all, but it is less common evidence than pre-impact decline."", ""B"": ""This supports the impact theory."", ""C"": ""The survival of mammals is consistent with both theories (it explains why we are here).""}",2026-06-27 08:06:09.396009+00
683bfd62-6872-4320-bddd-cb9fa6568c4f,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,70,Which hypothesis relies more heavily on the role of sulfur aerosols in the atmosphere to explain the period of global cooling?,"{""A"": ""Hypothesis 1, because impactors always contain more sulfur than volcanoes."", ""B"": ""Hypothesis 2, because volcanic eruptions are the primary geological source of sulfur aerosols."", ""C"": ""Both hypotheses equally, as sulfur is not a major factor in either."", ""D"": ""Neither hypothesis, as sulfur causes warming, not cooling.""}",B,"Sulfur aerosols (SO2) are a classic byproduct of volcanic eruptions and are a primary mechanism by which volcanoes cause global cooling (as seen in modern eruptions like Mt. Pinatubo). While impacts can release sulfur from target rocks, Hypothesis 2 is more fundamentally tied to sulfur-gas cooling.","{""A"": ""Impactors (like chondrites) have sulfur, but sulfur aerosols are a hallmark of the Volcanism hypothesis (H2)."", ""C"": ""Sulfur is a major factor in most extinction models involving cooling."", ""D"": ""Sulfur aerosols reflect sunlight, causing cooling, not warming.""}",2026-06-27 08:06:09.396009+00
1f92d422-caba-4ca5-b376-a9e2bc1bc87f,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,5,70,Hypothesis 1 focuses on a catastrophic 'heat pulse' following an impact. Hypothesis 2 focuses on long-term 'greenhouse warming' from volcanic CO2. Which evidence would specifically support Hypothesis 1?,"{""A"": ""Evidence of a brief spike in atmospheric temperature."", ""B"": ""Evidence of a long-term (multi-millennial) rise in CO2 levels."", ""C"": ""Evidence of zero change in atmospheric composition."", ""D"": ""Evidence of a slow decline in ocean pH over 1 million years.""}",A,"Hypothesis 1 often involves a 'heat pulse' from re-entering ejecta immediately after the impact. This would be a short-term, extreme spike. Hypotheses 2 (Volcanism) usually involves long-term CO2/pH changes.","{""B"": ""This supports Hypothesis 2."", ""C"": ""Both hypotheses involve changes; no change would weaken both."", ""D"": ""Long-term decline fits the gradual nature of Hypothesis 2.""}",2026-06-27 08:06:09.396009+00
b3add73a-7a44-4b6b-afcf-87242a2bef2a,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,8,85,A third researcher proposes that the asteroid impact from Hypothesis 1 actually triggered the volcanic eruptions described in Hypothesis 2. This 'Combined Theory' implies that:,"{""A"": ""The impact was not strong enough to cause extinction."", ""B"": ""The volcanoes were the sole cause of the extinction."", ""C"": ""The impactอาจ have triggered or intensified the volcanic activity."", ""D"": ""Extinctions are always caused by multiple factors.""}",C,"The 'Combined Theory' often suggests that seismic waves from a massive impact could focus on the opposite side of the planet (antipodal point), potentially triggering or accelerating volcanic eruptions like the Deccan Traps.","{""A"": ""The combined theory doesn't necessarily minimize the impact's strength."", ""B"": ""The combined theory links both, rather than choosing a 'sole' cause."", ""D"": ""This is a general statement that doesn't specifically address the relationship between the two hypotheses in the prompt.""}",2026-06-27 08:06:09.396009+00
5e8f316b-8390-4a45-858f-12e2ddd66769,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,7,80,"In the context of the K-Pg extinction, how would the predicted rate of species disappearance differ between Hypothesis 1 (Impact) and Hypothesis 2 (Volcanism)?","{""A"": ""Hypothesis 1: Fast; Hypothesis 2: Slow."", ""B"": ""Hypothesis 1: Slow; Hypothesis 2: Fast."", ""C"": ""Both hypotheses: Fast."", ""D"": ""Both hypotheses: Slow.""}",A,"Asteroid impacts are generally considered 'instantaneous' on a geological scale (days/years), leading to 'fast' extinction rates in the fossil record. Volcanic activity for extinction events usually lasts hundreds of thousands of years, leading to a more 'gradual' or 'slow' appearance.","{""B"": ""This reverses the logical conclusion of the two event types."", ""C"": ""While both may seem fast to us, volcanism is geologically slower."", ""D"": ""Impacts are not geologically slow.""}",2026-06-27 08:06:09.396009+00
38f760dd-4d4d-4187-af07-0ee18c38c1cd,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,6,65,"Hypothesis 1: Impact dust blocked the Sun, causing global cooling and plant death. Hypothesis 2: Volcanic ash and sulfur aerosols blocked the Sun, causing global cooling and plant death. On which point do these two hypotheses AGREE?","{""A"": ""Both believe the Sun's output was constant."", ""B"": ""Both believe the asteroid was 10km wide."", ""C"": ""Both believe the cooling was caused by volcanic ash."", ""D"": ""Both believe that a decrease in solar radiation reaching the surface was the primary cause of death.""}",D,"Hypothesis 1 uses impact dust and Hypothesis 2 uses volcanic ash, but both conclude that 'blocking the sun' (reducing solar radiation) led to the collapse of photosynthesis and food chains.","{""A"": ""The Sun's output (luminosity) isn't the issue; the blockage is."", ""B"": ""Only Hypothesis 1 involves an asteroid."", ""C"": ""Only Hypothesis 2 involves volcanic ash.""}",2026-06-27 08:06:09.396009+00
c7281e01-25a5-44dd-ae48-0fa820dbe3ba,act,act-science,science,conflicting-viewpoints,comparing scientific hypotheses,,9,90,Hypothesis 1 attributes a mass extinction to an asteroid. Hypothesis 2 attributes it to massive volcanic activity. How does the discovery of an enormous deposit of flood basalt from the same time period affect the validity of these hypotheses?,"{""A"": ""It strengthens Hypothesis 1 because basalt indicates high-velocity impact."", ""B"": ""It strengthens Hypothesis 2 because flood basalts are associated with volcanic eruptions."", ""C"": ""It weakens Hypothesis 2 because eruptions do not produce basalt."", ""D"": ""It has no bearing on either hypothesis.""}",B,Hypothesis 2 (volcanism) is often linked to Large Igneous Provinces (LIPs) and flood basalts like the Deccan Traps. Finding large basalt deposits would provide the mechanism for the volcanic gases proposed in Hypothesis 2.,"{""A"": ""Basalt is typical of volcanic activity, not primarily impactors."", ""C"": ""Eruptions do produce basalt; this is a false statement."", ""D"": ""Geological evidence of this scale is highly relevant to extinction theories.""}",2026-06-27 08:06:09.396009+00
